epochs,learning_rate,layer_sizes,use_dropout,use_batch_norm,activation,train_rmse,val_rmse,RMSE %
50,0.001,"[256, 128, 64]",True,True,ReLU(),3.853891287029248,3.5166116236158325,148.75148566181736
50,0.001,"[256, 128, 64]",True,True,LeakyReLU(negative_slope=0.01),3.598354741001441,3.33522983843099,144.1787729574544
50,0.001,"[256, 128, 64]",True,True,Sigmoid(),3.580676780323117,3.236939224430461,141.70082436464608
50,0.001,"[256, 128, 64]",True,False,ReLU(),3.700620537758601,3.4116515357591903,146.1053967686906
50,0.001,"[256, 128, 64]",True,False,LeakyReLU(negative_slope=0.01),3.693551220692198,3.4020794591423438,145.86408060616424
50,0.001,"[256, 128, 64]",True,False,Sigmoid(),4.2674495046552545,3.567893096032729,150.04431360581523
50,0.001,"[256, 128, 64]",False,True,ReLU(),3.862100918208953,3.5168323180459127,148.7570494631835
50,0.001,"[256, 128, 64]",False,True,LeakyReLU(negative_slope=0.01),3.544597596216626,3.278451320066926,142.74736212425708
50,0.001,"[256, 128, 64]",False,True,Sigmoid(),3.510150376797499,3.1365687450524677,139.17044147241123
50,0.001,"[256, 128, 64]",False,False,ReLU(),3.642165277946327,3.2373756979343895,141.71182804913678
50,0.001,"[256, 128, 64]",False,False,LeakyReLU(negative_slope=0.01),3.643934454981324,3.2857516107030436,142.93140558652257
50,0.001,"[256, 128, 64]",False,False,Sigmoid(),3.7765350728830427,3.1997875100601,140.76421368945017
50,0.001,"[128, 64, 32]",True,True,ReLU(),3.559030102991366,3.300983869412449,143.3154173705375
50,0.001,"[128, 64, 32]",True,True,LeakyReLU(negative_slope=0.01),3.3901444501368956,3.148152019407233,139.46246079367978
50,0.001,"[128, 64, 32]",True,True,Sigmoid(),3.7030988859489486,3.1488411263505554,139.4798334756786
50,0.001,"[128, 64, 32]",True,False,ReLU(),3.645952729119803,3.3245521229145356,143.90958316341914
50,0.001,"[128, 64, 32]",True,False,LeakyReLU(negative_slope=0.01),3.6569872155003416,3.384858419316899,145.42993079607223
50,0.001,"[128, 64, 32]",True,False,Sigmoid(),3.9939718483180866,3.3452824396183014,144.43220335077794
50,0.001,"[128, 64, 32]",False,True,ReLU(),3.5329035353282734,3.138439204317942,139.2175965538187
50,0.001,"[128, 64, 32]",False,True,LeakyReLU(negative_slope=0.01),3.8292132152925213,3.517146624300062,148.7649732588389
50,0.001,"[128, 64, 32]",False,True,Sigmoid(),3.5306413226467828,3.053542113726486,137.07730443840381
50,0.001,"[128, 64, 32]",False,False,ReLU(),3.6266755347142814,3.2753745569272796,142.6697956040983
50,0.001,"[128, 64, 32]",False,False,LeakyReLU(negative_slope=0.01),3.638394135548889,3.302351250195886,143.34988962735068
50,0.001,"[128, 64, 32]",False,False,Sigmoid(),3.81823588492445,3.220660165865832,141.29042230670134
50,0.001,"[128, 128, 128]",True,True,ReLU(),3.4006025309695582,3.1652502838105696,139.89351538265083
50,0.001,"[128, 128, 128]",True,True,LeakyReLU(negative_slope=0.01),3.627861373415304,3.3671022892353966,144.9822911308144
50,0.001,"[128, 128, 128]",True,True,Sigmoid(),3.7795360935157256,3.4695306809433233,147.56455487671914
50,0.001,"[128, 128, 128]",True,False,ReLU(),3.6846456752611876,3.4008004257234736,145.83183562435522
50,0.001,"[128, 128, 128]",True,False,LeakyReLU(negative_slope=0.01),3.740336480746211,3.405499207455738,145.95029392985847
50,0.001,"[128, 128, 128]",True,False,Sigmoid(),3.804301119397496,3.266441179999916,142.44458133505253
50,0.001,"[128, 128, 128]",False,True,ReLU(),3.822456383106128,3.5268256992654514,149.0089868956857
50,0.001,"[128, 128, 128]",False,True,LeakyReLU(negative_slope=0.01),3.528838359097755,3.3083553643131824,143.50125592289479
50,0.001,"[128, 128, 128]",False,True,Sigmoid(),3.625567825905664,3.317336288770785,143.72766888559858
50,0.001,"[128, 128, 128]",False,False,ReLU(),3.6169968769926895,3.276089863826401,142.68782879823516
50,0.001,"[128, 128, 128]",False,False,LeakyReLU(negative_slope=0.01),3.634580995259104,3.3372928595224303,144.230782605196
50,0.001,"[128, 128, 128]",False,False,Sigmoid(),3.681574400402027,3.202471126940112,140.8318688235551
50,0.001,"[128, 64]",True,True,ReLU(),3.716758405660971,3.4208309786325906,146.33681446591632
50,0.001,"[128, 64]",True,True,LeakyReLU(negative_slope=0.01),3.5070882072761744,3.2034643131596234,140.85690747470267
50,0.001,"[128, 64]",True,True,Sigmoid(),3.8875687416312235,3.4325643617482644,146.63261809351613
50,0.001,"[128, 64]",True,False,ReLU(),3.6881091110878153,3.2178442143913144,141.21943096063387
50,0.001,"[128, 64]",True,False,LeakyReLU(negative_slope=0.01),3.7807725414401983,3.4719202842075076,147.6247978012961
50,0.001,"[128, 64]",True,False,Sigmoid(),3.8275123611867663,3.3020521591837384,143.34234941448085
50,0.001,"[128, 64]",False,True,ReLU(),3.855205128470733,3.567303892645148,150.0294595353632
50,0.001,"[128, 64]",False,True,LeakyReLU(negative_slope=0.01),3.578089568717211,3.3496539007950323,144.54240976449856
50,0.001,"[128, 64]",False,True,Sigmoid(),4.227687539627665,3.8507199178137044,157.17449925138314
50,0.001,"[128, 64]",False,False,ReLU(),3.649282335068609,3.310807873856903,143.56308474179582
50,0.001,"[128, 64]",False,False,LeakyReLU(negative_slope=0.01),3.6611841334278297,3.3258697554631342,143.94280124586618
50,0.001,"[128, 64]",False,False,Sigmoid(),3.881776553640856,3.3860085726692586,145.45892665605308
50,0.001,"[256, 64]",True,True,ReLU(),3.6134428872475866,3.2836710399693048,142.87895350476148
