epochs,learning_rate,layer_sizes,use_dropout,use_batch_norm,train_rmse,val_rmse
50,0.001,"[128, 128, 128]",True,False,4.195247017097912,3.3516109280617528
50,0.001,"[128, 128, 128]",False,True,3.419718000149625,3.2208312906231424
50,0.001,"[128, 128, 128]",False,True,3.635496221204822,3.336134684942541
50,0.001,"[128, 128, 128]",False,True,3.74966129072402,3.425704303805145
50,0.001,"[128, 128, 128]",False,False,3.6265909591353562,3.2627791738977705
50,0.001,"[128, 128, 128]",False,False,3.6743396942025988,3.4055099076827244
50,0.001,"[128, 128, 128]",False,False,4.1403553635037555,3.43835412034091
50,0.001,"[128, 64]",True,True,3.4673341666242683,3.152312617485448
50,0.001,"[128, 64]",True,True,3.571136725499575,3.308698428615507
50,0.001,"[128, 64]",True,True,3.9888116884562455,3.6557439411594452
50,0.001,"[128, 64]",True,False,3.714483736944571,3.3300270765389643
50,0.001,"[128, 64]",True,False,3.660408486695431,3.3100207406610616
50,0.001,"[128, 64]",True,False,3.827404737324061,3.364658902684554
50,0.001,"[128, 64]",False,True,3.5737482144871215,3.2696790120239716
50,0.001,"[128, 64]",False,True,3.33060462613225,3.0670302399410283
50,0.001,"[128, 64]",False,True,3.920836432660933,3.49589268661264
50,0.001,"[128, 64]",False,False,3.645717736683497,3.380396035225262
50,0.001,"[128, 64]",False,False,3.6251189240835937,3.318531918942128
50,0.001,"[128, 64]",False,False,3.720519387450985,3.199975534448036
50,0.001,"[256, 64]",True,True,3.6448995816644008,3.353098133603399
50,0.001,"[256, 64]",True,True,3.6131589876672727,3.2954239896613613
50,0.001,"[256, 64]",True,True,3.805060102238872,3.4991022878587885
50,0.001,"[256, 64]",True,False,3.5669234132289493,3.335013653598224
50,0.001,"[256, 64]",True,False,3.6715312825616797,3.415139746304177
50,0.001,"[256, 64]",True,False,3.904413018568874,3.3957919013774687
50,0.001,"[256, 64]",False,True,3.6716065417256667,3.3926439954696086
50,0.001,"[256, 64]",False,True,3.355528342259332,3.122279003709002
50,0.001,"[256, 64]",False,True,3.4181792538114157,3.000922843995256
50,0.001,"[256, 64]",False,False,3.6582196126041855,3.3217866360596617
50,0.001,"[256, 64]",False,False,3.6600113930450986,3.310106300325902
50,0.001,"[256, 64]",False,False,3.639001391079035,3.158446764631115
50,0.001,"[512, 128, 64]",True,True,3.5807534480134717,3.3041613643360175
50,0.001,"[512, 128, 64]",True,True,3.5617124113848115,3.3099393955334118
50,0.001,"[512, 128, 64]",True,True,3.4143373767052108,2.939161880071612
50,0.001,"[512, 128, 64]",True,False,3.78374942186083,3.4208277940692584
50,0.001,"[512, 128, 64]",True,False,3.6919776003457665,3.353556458271426
50,0.001,"[512, 128, 64]",True,False,4.48870380943369,3.513095231093661
50,0.001,"[512, 128, 64]",False,True,3.6460693846452825,3.3349923599763596
50,0.001,"[512, 128, 64]",False,True,3.7535787495957607,3.433348369272257
50,0.001,"[512, 128, 64]",False,True,3.3335750724301816,3.0177863637045927
50,0.001,"[512, 128, 64]",False,False,3.6276427054847575,3.301432087364908
50,0.001,"[512, 128, 64]",False,False,3.631770873991521,3.4145886595120936
50,0.001,"[512, 128, 64]",False,False,3.905533744655226,3.3015469310121777
50,0.01,"[256, 128, 64]",True,True,3.2238502167322687,3.0852682821399178
50,0.01,"[256, 128, 64]",True,True,3.734059510704999,3.4410081810899977
50,0.01,"[256, 128, 64]",True,True,4.2256743249909,3.9572581056408027
50,0.01,"[256, 128, 64]",True,False,4.120850758578869,3.3585225558805845
50,0.01,"[256, 128, 64]",True,False,4.365866033506348,3.366392589228924
50,0.01,"[256, 128, 64]",True,False,4.600074520256504,3.6064620912737198
50,0.01,"[256, 128, 64]",False,True,3.4724920479929717,3.136443041751328
50,0.01,"[256, 128, 64]",False,True,3.634825586405974,3.3679752685215196
50,0.01,"[256, 128, 64]",False,True,3.5026219172551984,3.2866662192736715
50,0.01,"[256, 128, 64]",False,False,4.488857415391237,3.515766737327645
50,0.01,"[256, 128, 64]",False,False,4.4828059053787035,3.5088727745774686
50,0.01,"[256, 128, 64]",False,False,4.465992693008291,3.494666432567952
50,0.01,"[128, 64, 32]",True,True,3.63929132555714,3.289952785817015
50,0.01,"[128, 64, 32]",True,True,3.65040629403507,3.2958317245994806
50,0.01,"[128, 64, 32]",True,True,3.737490186769165,3.399218726461412
50,0.01,"[128, 64, 32]",True,False,4.036471586312032,3.2571726060535724
50,0.01,"[128, 64, 32]",True,False,4.498275615753276,3.520998748426073
50,0.01,"[128, 64, 32]",True,False,4.49760979820711,3.520384060436047
50,0.01,"[128, 64, 32]",False,True,3.4557259758687597,3.2345133772072368
50,0.01,"[128, 64, 32]",False,True,3.752423166833599,3.3392220989462595
50,0.01,"[128, 64, 32]",False,True,3.9541208111483397,3.7041838035930335
50,0.01,"[128, 64, 32]",False,False,3.6451680460478375,3.270358493493746
50,0.01,"[128, 64, 32]",False,False,4.504239487312352,3.527674090313698
50,0.01,"[128, 64, 32]",False,False,4.501358317213185,3.5234620305437927
50,0.01,"[128, 128, 128]",True,True,3.5578447708550147,3.2954721319050946
50,0.01,"[128, 128, 128]",True,True,3.093156331516376,3.107886265091899
50,0.01,"[128, 128, 128]",True,True,3.4799623562375324,3.260281384094524
50,0.01,"[128, 128, 128]",True,False,4.4920877813614535,3.5158607370542336
50,0.01,"[128, 128, 128]",True,False,4.502352300076901,3.524272522280163
50,0.01,"[128, 128, 128]",True,False,4.509962386883315,3.5305490925101624
50,0.01,"[128, 128, 128]",False,True,3.4013005130987652,3.1006720039999345
50,0.01,"[128, 128, 128]",False,True,3.44838541188444,3.2034560896982702
50,0.01,"[128, 128, 128]",False,True,3.1006614275720463,3.10059364547301
50,0.01,"[128, 128, 128]",False,False,4.494290721788791,3.5176636987035206
50,0.01,"[128, 128, 128]",False,False,4.492386064252783,3.5170691429427743
50,0.01,"[128, 128, 128]",False,False,4.496608540890967,3.519562840507507
50,0.01,"[128, 64]",True,True,3.7927619421737804,3.4955833143403936
50,0.01,"[128, 64]",True,True,3.799966447681746,3.518598084096824
50,0.01,"[128, 64]",True,True,3.624334417474231,3.294992106973075
50,0.01,"[128, 64]",True,False,4.05151281409501,3.4769613567044844
50,0.01,"[128, 64]",True,False,3.835290772894028,3.261746465365321
50,0.01,"[128, 64]",True,False,3.9101330815695747,3.5571692482235533
50,0.01,"[128, 64]",False,True,3.383049571022293,3.11318659862503
50,0.01,"[128, 64]",False,True,3.3124604996098346,3.0583707443816652
50,0.01,"[128, 64]",False,True,4.333939661905213,4.101812846401748
50,0.01,"[128, 64]",False,False,4.525218789903964,3.553521449794827
50,0.01,"[128, 64]",False,False,3.7436295017392753,3.304830274385352
50,0.01,"[128, 64]",False,False,3.6056934215155496,3.264994825588387
50,0.01,"[256, 64]",True,True,3.6530526128386924,3.4301139165526937
50,0.01,"[256, 64]",True,True,3.7241198793668078,3.4298385229972816
50,0.01,"[256, 64]",True,True,4.298109883917357,3.9686565393014983
50,0.01,"[256, 64]",True,False,4.500511215003661,3.522765927492543
50,0.01,"[256, 64]",True,False,4.1154542773118505,3.377122724800996
50,0.01,"[256, 64]",True,False,4.472827794038041,3.5001882206538726
50,0.01,"[256, 64]",False,True,3.6285633450540375,3.298456995197492
50,0.01,"[256, 64]",False,True,3.695443624242888,3.3665559807329575
50,0.01,"[256, 64]",False,True,3.548884613919315,3.203792781949258
50,0.01,"[256, 64]",False,False,4.500306887188557,3.5225980720548864
50,0.01,"[256, 64]",False,False,3.707363499966428,3.367341065759592
50,0.01,"[256, 64]",False,False,4.522116789940035,3.540611903521042
50,0.01,"[512, 128, 64]",True,True,3.5457056829575806,3.253461714794561
50,0.01,"[512, 128, 64]",True,True,3.4061299694402702,3.1242876627840523
50,0.01,"[512, 128, 64]",True,True,3.9567591808958418,3.7508457373723267
50,0.01,"[512, 128, 64]",True,False,4.5091328669914885,3.529864476186387
50,0.01,"[512, 128, 64]",True,False,4.493604652122511,3.5171792445856678
50,0.01,"[512, 128, 64]",True,False,4.525392425212644,3.5433339212539714
50,0.01,"[512, 128, 64]",False,True,3.4465047280008587,3.154867282945522
50,0.01,"[512, 128, 64]",False,True,3.7684251890426292,3.509477061419618
50,0.01,"[512, 128, 64]",False,True,3.334510298500204,2.9847942155519407
50,0.01,"[512, 128, 64]",False,False,4.502233935245998,3.5241818396754865
50,0.01,"[512, 128, 64]",False,False,4.501372113507652,3.523829189302775
50,0.01,"[512, 128, 64]",False,False,4.480502610043802,3.506413747812955
50,0.0001,"[256, 128, 64]",True,True,3.706108601265883,3.416958216283006
50,0.0001,"[256, 128, 64]",True,True,3.580482987658525,3.287737734475234
50,0.0001,"[256, 128, 64]",True,True,3.946615003486756,3.308863731822194
50,0.0001,"[256, 128, 64]",True,False,3.7088716119823815,3.350050906787495
50,0.0001,"[256, 128, 64]",True,False,3.5153011319741774,3.2348434691750416
50,0.0001,"[256, 128, 64]",True,False,4.520142416109664,3.628526348181685
50,0.0001,"[256, 128, 64]",False,True,3.634648689279812,3.3159629329185805
50,0.0001,"[256, 128, 64]",False,True,3.6192286458017993,3.3209067875983154
50,0.0001,"[256, 128, 64]",False,True,3.6897776761009626,3.024501442478732
50,0.0001,"[256, 128, 64]",False,False,3.6721208839841086,3.367025679247108
50,0.0001,"[256, 128, 64]",False,False,3.6239119127746195,3.318536197476499
50,0.0001,"[256, 128, 64]",False,False,4.325866424455292,3.4532178983930257
50,0.0001,"[128, 64, 32]",True,True,3.376045382724247,3.083355011351235
50,0.0001,"[128, 64, 32]",True,True,3.4947747301191394,3.19128709618635
50,0.0001,"[128, 64, 32]",True,True,3.9314822949684336,3.158418482279794
50,0.0001,"[128, 64, 32]",True,False,3.7574377197375113,3.3059532194223182
50,0.0001,"[128, 64, 32]",True,False,3.5959686650878244,3.111746538694813
50,0.0001,"[128, 64, 32]",True,False,4.423878598819083,3.4845822781210685
50,0.0001,"[128, 64, 32]",False,True,3.608975902658264,3.3285946968900455
50,0.0001,"[128, 64, 32]",False,True,3.7614125163584267,3.4900597611052255
50,0.0001,"[128, 64, 32]",False,True,3.9196048562433026,3.2744852017826194
50,0.0001,"[128, 64, 32]",False,False,3.685103533681876,3.2828874916463846
50,0.0001,"[128, 64, 32]",False,False,3.8098237603192824,3.3676749473819987
50,0.0001,"[128, 64, 32]",False,False,4.360411394363468,3.4336418496812415
50,0.0001,"[128, 128, 128]",True,True,3.6610190514287897,3.287530078810941
50,0.0001,"[128, 128, 128]",True,True,4.143917486289598,3.787081948426256
50,0.0001,"[128, 128, 128]",True,True,3.8164916867049152,3.295943109115138
50,0.0001,"[128, 128, 128]",True,False,3.6897109687619585,3.3637173868757873
50,0.0001,"[128, 128, 128]",True,False,3.549279532946784,3.2084037278467545
50,0.0001,"[128, 128, 128]",True,False,4.402075271963476,3.452629935880027
50,0.0001,"[128, 128, 128]",False,True,3.58840418590473,3.339382391375785
50,0.0001,"[128, 128, 128]",False,True,3.5000716965431655,3.2554946332866304
50,0.0001,"[128, 128, 128]",False,True,3.6502516739323747,3.1536365369265296
50,0.0001,"[128, 128, 128]",False,False,3.6555943025073256,3.3530084460298095
50,0.0001,"[128, 128, 128]",False,False,3.563120138588459,3.260242947806171
50,0.0001,"[128, 128, 128]",False,False,4.232684689982884,3.3470161152255025
50,0.0001,"[128, 64]",True,True,3.577566270812132,3.287567358317715
50,0.0001,"[128, 64]",True,True,3.8072169344685767,3.4165328309766667
50,0.0001,"[128, 64]",True,True,4.085433278313915,3.3867270746424176
50,0.0001,"[128, 64]",True,False,3.9493810272186547,3.3923603036540295
50,0.0001,"[128, 64]",True,False,3.795705294184174,3.2337482737466283
50,0.0001,"[128, 64]",True,False,4.448073629694331,3.5065457669459486
50,0.0001,"[128, 64]",False,True,3.6640635406830553,3.293654301765688
50,0.0001,"[128, 64]",False,True,3.520494508343576,3.1864153719271995
50,0.0001,"[128, 64]",False,True,3.8346422003655025,3.1966205653118527
50,0.0001,"[128, 64]",False,False,3.6710172767950007,3.199439406935146
50,0.0001,"[128, 64]",False,False,3.7310874102228047,3.144796366609246
50,0.0001,"[128, 64]",False,False,4.354720526740767,3.42243052712386
50,0.0001,"[256, 64]",True,True,3.4808034335146036,3.2060085078404934
50,0.0001,"[256, 64]",True,True,3.4802107523221903,3.1904765412209044
50,0.0001,"[256, 64]",True,True,3.903277098445854,3.1380738614658896
50,0.0001,"[256, 64]",True,False,3.790943378880918,3.3155679962053837
50,0.0001,"[256, 64]",True,False,3.788610347909504,3.351944586101032
50,0.0001,"[256, 64]",True,False,4.36983320229877,3.443900451223917
50,0.0001,"[256, 64]",False,True,3.5711143527654627,3.2502774388664006
50,0.0001,"[256, 64]",False,True,3.667038784313825,3.3569744035166207
50,0.0001,"[256, 64]",False,True,3.9694435933189975,3.44895935219307
50,0.0001,"[256, 64]",False,False,3.780450030120856,3.3565604070063992
50,0.0001,"[256, 64]",False,False,3.8058809564461322,3.337476693934355
50,0.0001,"[256, 64]",False,False,4.24938551004427,3.3466808409050253
50,0.0001,"[512, 128, 64]",True,True,3.508775732494661,3.20766509596197
50,0.0001,"[512, 128, 64]",True,True,3.6957406044493775,3.379706729428249
50,0.0001,"[512, 128, 64]",True,True,3.9728480971581304,3.486570141401949
50,0.0001,"[512, 128, 64]",True,False,3.6039455572241157,3.3144298610536738
50,0.0001,"[512, 128, 64]",True,False,3.6306017002136888,3.3145978587875686
50,0.0001,"[512, 128, 64]",True,False,4.332374064042164,3.4026697630007767
50,0.0001,"[512, 128, 64]",False,True,3.639757437253475,3.285648581167771
50,0.0001,"[512, 128, 64]",False,True,3.7185491985366586,3.3726653672163796
50,0.0001,"[512, 128, 64]",False,True,3.7169370836016773,3.217800097342813
50,0.0001,"[512, 128, 64]",False,False,3.6163724903213854,3.304632966817827
50,0.0001,"[512, 128, 64]",False,False,3.6878260617418186,3.3452228943078404
50,0.0001,"[512, 128, 64]",False,False,4.418005429397993,3.5162022967343316
50,0.001,"[256, 128, 64]",True,True,3.6739498846765564,3.3988155391751538
50,0.001,"[256, 128, 64]",True,True,3.3087910344262963,3.0456352921638743
50,0.001,"[256, 128, 64]",True,True,3.7480668467068115,3.4603220996856767
50,0.001,"[256, 128, 64]",True,False,3.833916361386463,3.4483897044120804
50,0.001,"[256, 128, 64]",True,False,3.6605633200322445,3.3530414159208672
50,0.001,"[256, 128, 64]",True,False,4.502169523764871,3.5241289117743166
50,0.001,"[256, 128, 64]",False,True,3.870921363797424,3.5436808759783047
50,0.001,"[256, 128, 64]",False,True,3.823648384591842,3.512333549839991
50,0.001,"[256, 128, 64]",False,True,3.938333955615691,3.5346615547431863
50,0.001,"[256, 128, 64]",False,False,3.654745611580327,3.4831713435327782
50,0.001,"[256, 128, 64]",False,False,3.644371786491941,3.2767222622114343
50,0.001,"[256, 128, 64]",False,False,3.667356708844572,3.185930614645158
50,0.001,"[128, 64, 32]",True,True,3.63243025617933,3.3140894325147086
50,0.001,"[128, 64, 32]",True,True,3.8413157084796095,3.6046841923937296
50,0.001,"[128, 64, 32]",True,True,3.474156360287174,2.93806255780215
50,0.001,"[128, 64, 32]",True,False,3.720104792516679,3.3295085174042516
50,0.001,"[128, 64, 32]",True,False,3.640537061690554,3.343216294714903
50,0.001,"[128, 64, 32]",True,False,3.943482379104529,3.3007822494809465
50,0.001,"[128, 64, 32]",False,True,3.5033560506128403,3.242589974390951
50,0.001,"[128, 64, 32]",False,True,3.4026289301191412,3.0888861689346245
50,0.001,"[128, 64, 32]",False,True,3.688038012940214,3.2966020681397206
50,0.001,"[128, 64, 32]",False,False,3.6064724713356178,3.2527362015832773
50,0.001,"[128, 64, 32]",False,False,3.657520178730301,3.4060134858328968
50,0.001,"[128, 64, 32]",False,False,3.8985411876474934,3.3059362707100934
50,0.001,"[128, 128, 128]",True,True,3.5661643299645047,3.297231053691781
50,0.001,"[128, 128, 128]",True,True,3.51192457825312,3.3413441121130174
50,0.001,"[128, 128, 128]",True,True,3.759731702134672,3.482062228804234
50,0.001,"[128, 128, 128]",True,False,3.93874749221423,3.331770212270223
50,0.001,"[128, 128, 128]",True,False,3.8010781184505764,3.4713523198854372
50,0.001,"[128, 128, 128]",True,False,3.947398954120245,3.2556544444633206
50,0.001,"[128, 128, 128]",False,True,3.6137831651097763,3.301274254900759
50,0.001,"[128, 128, 128]",False,True,3.2779944788244033,2.953733766164746
50,0.001,"[128, 128, 128]",False,True,3.5634356590134675,3.2279701158515905
50,0.001,"[128, 128, 128]",False,False,3.6232963704181036,3.3455602705025314
50,0.001,"[128, 128, 128]",False,False,3.63083621012928,3.4055360345961097
50,0.001,"[128, 128, 128]",False,False,4.546337718109457,3.5608369030991303
50,0.001,"[128, 64]",True,True,3.655102619128281,3.334164062500927
50,0.001,"[128, 64]",True,True,3.902411192550121,3.5353835402139033
50,0.001,"[128, 64]",True,True,3.6550722403415468,3.298523447108178
50,0.001,"[128, 64]",True,False,3.771389261705568,3.430134540020636
50,0.001,"[128, 64]",True,False,3.615637988242361,3.3007839072278964
50,0.001,"[128, 64]",True,False,3.7074629187618,3.26992450902291
50,0.001,"[128, 64]",False,True,3.5477342504431806,3.1890864780060824
50,0.001,"[128, 64]",False,True,3.7676208624957,3.4938216988247834
50,0.001,"[128, 64]",False,True,3.869589963760341,3.465438157826733
50,0.001,"[128, 64]",False,False,3.655981104179725,3.3743786823424196
50,0.001,"[128, 64]",False,False,3.6602702655953,3.35838033246945
50,0.001,"[128, 64]",False,False,3.635428528085833,3.1712146041612663
50,0.001,"[256, 64]",True,True,3.990359830136004,3.6584310837646368
50,0.001,"[256, 64]",True,True,3.767586623169659,3.5368936479850928
50,0.001,"[256, 64]",True,True,3.8949525745468474,3.4676706675994056
50,0.001,"[256, 64]",True,False,3.715780247304595,3.3960052418601343
50,0.001,"[256, 64]",True,False,3.5383469580492206,3.3653548129006268
50,0.001,"[256, 64]",True,False,3.768674823248721,3.2329927918622405
50,0.001,"[256, 64]",False,True,3.5662103574945654,3.27116376076386
50,0.001,"[256, 64]",False,True,3.390558406273492,3.0286961248269098
50,0.001,"[256, 64]",False,True,3.5488635383381633,3.0919539965436615
50,0.001,"[256, 64]",False,False,3.638923644044517,3.3519620332769122
50,0.001,"[256, 64]",False,False,3.6063303875456523,3.380110164809877
50,0.001,"[256, 64]",False,False,3.665062195583583,3.231421814554289
50,0.001,"[512, 128, 64]",True,True,3.8707573461798654,3.550459435407583
50,0.001,"[512, 128, 64]",True,True,3.8337620493819458,3.4651885989971514
50,0.001,"[512, 128, 64]",True,True,3.575493852602793,3.2026127541671436
50,0.001,"[512, 128, 64]",True,False,3.6907730511588155,3.3529147387333906
50,0.001,"[512, 128, 64]",True,False,3.7117445724439597,3.36158291751919
50,0.001,"[512, 128, 64]",True,False,3.811299007027165,3.3233415184940553
50,0.001,"[512, 128, 64]",False,True,3.654740136937604,3.3728264070974694
50,0.001,"[512, 128, 64]",False,True,3.7862740216341044,3.516527412687544
50,0.001,"[512, 128, 64]",False,True,4.065725953179599,3.5955870284350024
50,0.001,"[512, 128, 64]",False,False,3.6497048746206655,3.2741852068767074
50,0.001,"[512, 128, 64]",False,False,3.6338190116382183,3.3079074398900805
50,0.001,"[512, 128, 64]",False,False,3.999213034590991,3.386221525509706
50,0.01,"[256, 128, 64]",True,True,3.5021917935912925,3.332353297928962
50,0.01,"[256, 128, 64]",True,True,2.9830732976500665,2.8682826784699498
50,0.01,"[256, 128, 64]",True,True,3.9925731803903384,3.6305150664699677
50,0.01,"[256, 128, 64]",True,False,4.523084639752956,3.5414157369226196
50,0.01,"[256, 128, 64]",True,False,4.512320705338245,3.540055029558835
50,0.01,"[256, 128, 64]",True,False,4.455739836335335,3.4864245090461434
50,0.01,"[256, 128, 64]",False,True,3.6964974757827322,3.386217007360742
50,0.01,"[256, 128, 64]",False,True,3.844217138720189,3.545309864413946
50,0.01,"[256, 128, 64]",False,True,3.8105431783109776,3.5995352941829006
50,0.01,"[256, 128, 64]",False,False,4.4878005376785515,3.51235791334352
