epochs,learning_rate,layer_sizes,use_dropout,use_batch_norm,train_rmse,val_rmse
50,0.01,"[256, 128, 64]",False,False,4.505912276020325,3.5270849182220343
50,0.01,"[256, 128, 64]",False,False,4.484908084518878,3.509999202645928
50,0.01,"[128, 64, 32]",True,True,3.447160669919478,3.234779605111437
50,0.01,"[128, 64, 32]",True,True,3.847732914428304,3.5522937074328254
50,0.01,"[128, 64, 32]",True,True,3.2578174403936746,3.0320808200862115
50,0.01,"[128, 64, 32]",True,False,4.510404621114002,3.5309141582590424
50,0.01,"[128, 64, 32]",True,False,4.488681233593148,3.5179257650875275
50,0.01,"[128, 64, 32]",True,False,4.497127960094232,3.519988914276497
50,0.01,"[128, 64, 32]",False,True,3.6414818515943077,3.287292475447751
50,0.01,"[128, 64, 32]",False,True,3.7574650454038276,3.580375666341512
50,0.01,"[128, 64, 32]",False,True,3.836851652834444,3.495401106465295
50,0.01,"[128, 64, 32]",False,False,4.497858474464951,3.520588067510917
50,0.01,"[128, 64, 32]",False,False,4.516100369705215,3.5357461624571145
50,0.01,"[128, 64, 32]",False,False,4.492372233098962,3.5160934248620443
50,0.01,"[128, 128, 128]",True,True,3.274240733214939,3.1036027504987214
50,0.01,"[128, 128, 128]",True,True,3.2792164449202237,3.157955848652897
50,0.01,"[128, 128, 128]",True,True,3.2919473876320047,3.0655541327147726
50,0.01,"[128, 128, 128]",True,False,4.494429820834403,3.517777611937883
50,0.01,"[128, 128, 128]",True,False,4.51124534554082,3.5320471554300368
50,0.01,"[128, 128, 128]",True,False,4.44514978952285,3.477963213850653
50,0.01,"[128, 128, 128]",False,True,3.7320280605492964,3.4623792672454807
50,0.01,"[128, 128, 128]",False,True,3.5328911123674027,3.352984829839072
50,0.01,"[128, 128, 128]",False,True,4.54916952805411,4.179115496275501
50,0.01,"[128, 128, 128]",False,False,3.8508813861606463,3.34004995976928
50,0.01,"[128, 128, 128]",False,False,4.50216539519396,3.5241882826755506
50,0.01,"[128, 128, 128]",False,False,4.459765929094935,3.4896550134161273
50,0.01,"[128, 64]",True,True,3.6102855740461814,3.314809680095984
50,0.01,"[128, 64]",True,True,3.5426602234956315,3.2748678420793755
50,0.01,"[128, 64]",True,True,3.5334455215087504,3.3522041109102467
50,0.01,"[128, 64]",True,False,4.499946058386823,3.5223016938207707
50,0.01,"[128, 64]",True,False,4.143340153238676,3.275933818222708
50,0.01,"[128, 64]",True,False,4.384857334942503,3.430920354713813
50,0.01,"[128, 64]",False,True,3.7001842503212403,3.431992598290296
50,0.01,"[128, 64]",False,True,3.3079427684389273,3.0652230018398536
50,0.01,"[128, 64]",False,True,4.223270717852985,3.998745930116988
50,0.01,"[128, 64]",False,False,4.501054404633065,3.5232122434064537
50,0.01,"[128, 64]",False,False,4.501393946893319,3.5180616852768414
50,0.01,"[128, 64]",False,False,4.433132500239306,3.4684320248156286
50,0.01,"[256, 64]",True,True,3.7192289913296,3.3573760934597896
50,0.01,"[256, 64]",True,True,3.418341367457822,3.2139263906294837
50,0.01,"[256, 64]",True,True,3.613117609028377,3.3500983138445495
50,0.01,"[256, 64]",True,False,4.502546706602069,3.52443904123268
50,0.01,"[256, 64]",True,False,3.953300139967709,3.4722804325371404
50,0.01,"[256, 64]",True,False,4.557161553805726,3.5699459162926703
50,0.01,"[256, 64]",False,True,3.746286756814598,3.482810865703669
50,0.01,"[256, 64]",False,True,3.740916295692941,3.3776529904915518
50,0.01,"[256, 64]",False,True,3.5068839725777288,3.2915596476538584
50,0.01,"[256, 64]",False,False,4.498510469181242,3.5211230700781506
50,0.01,"[256, 64]",False,False,3.767540400396152,3.349599694298516
50,0.01,"[256, 64]",False,False,4.705631633859125,3.698671535838732
50,0.01,"[512, 128, 64]",True,True,3.6787460798217015,3.3017776237418404
50,0.01,"[512, 128, 64]",True,True,3.7139412871891704,3.439435012868949
50,0.01,"[512, 128, 64]",True,True,4.07612024414166,3.9507596402258778
50,0.01,"[512, 128, 64]",True,False,4.502803668621051,3.524650379620532
50,0.01,"[512, 128, 64]",True,False,4.022568699250209,3.287854725347616
50,0.01,"[512, 128, 64]",True,False,4.506575246918735,3.5277554737033414
50,0.01,"[512, 128, 64]",False,True,3.635786457281202,3.3369901852167656
50,0.01,"[512, 128, 64]",False,True,4.045876092367362,3.651529298307211
50,0.01,"[512, 128, 64]",False,True,3.7272094174745622,3.5064944047893203
50,0.01,"[512, 128, 64]",False,False,4.457839208041176,3.4881080629959746
50,0.01,"[512, 128, 64]",False,False,4.507058399346036,3.5289561253399153
50,0.01,"[512, 128, 64]",False,False,4.438995002235681,3.4730732421006825
