epochs,learning_rate,layer_sizes,use_dropout,use_batch_norm,activation,train_rmse,val_rmse,RMSE %
50,0.01,"[128, 128, 128]",False,True,Sigmoid(),3.7321206729027323,3.9354163764191763,181.2186926462903
50,0.01,"[128, 128, 128]",False,False,ReLU(),5.686486730843146,5.608858364054222,212.74141739319825
50,0.01,"[128, 128, 128]",False,False,LeakyReLU(negative_slope=0.01),5.61320823089972,5.701609185165215,214.48857004356503
50,0.01,"[128, 128, 128]",False,False,Sigmoid(),5.537675109126516,5.460206613520444,209.94125566076525
50,0.01,"[128, 64]",True,True,ReLU(),5.710372559468497,6.034106867957695,220.75184837116595
50,0.01,"[128, 64]",True,True,LeakyReLU(negative_slope=0.01),5.786450635047207,6.037771545979948,220.82088012573834
50,0.01,"[128, 64]",True,True,Sigmoid(),5.772802032552443,6.071239352168361,221.45131515136552
50,0.01,"[128, 64]",True,False,ReLU(),5.763987665369296,5.888978148779986,218.0180501867571
50,0.01,"[128, 64]",True,False,LeakyReLU(negative_slope=0.01),5.6926357250459025,5.617449106967256,212.90324172067426
50,0.01,"[128, 64]",True,False,Sigmoid(),5.496735528650403,5.419312726513227,209.17093511575408
50,0.01,"[128, 64]",False,True,ReLU(),5.6486693401872135,5.866934754247537,217.60281747270534
50,0.01,"[128, 64]",False,True,LeakyReLU(negative_slope=0.01),6.0701715073671005,6.299278376073699,225.74689960259607
50,0.01,"[128, 64]",False,True,Sigmoid(),5.287505140686147,5.535325197923529,211.3562688354151
50,0.01,"[128, 64]",False,False,ReLU(),5.7178340479485525,5.640173192562343,213.331296652146
50,0.01,"[128, 64]",False,False,LeakyReLU(negative_slope=0.01),5.5505323072132375,5.472233026818257,210.16779791253182
50,0.01,"[128, 64]",False,False,Sigmoid(),5.699790207497688,5.622148573742112,212.99176585159455
50,0.01,"[256, 64]",True,True,ReLU(),5.731281420663688,5.937324382723009,218.92875102753698
50,0.01,"[256, 64]",True,True,LeakyReLU(negative_slope=0.01),6.138932225970734,6.475013859275347,229.05723919378755
50,0.01,"[256, 64]",True,True,Sigmoid(),5.505766877534802,5.728430748177027,214.99380939715508
50,0.01,"[256, 64]",True,False,ReLU(),5.702698238182377,5.625053019692086,213.04647707008903
50,0.01,"[256, 64]",True,False,LeakyReLU(negative_slope=0.01),5.577659012147626,5.6450375152547725,213.42292618364246
50,0.01,"[256, 64]",True,False,Sigmoid(),5.476286492346676,5.39888680022553,208.78617074577573
50,0.01,"[256, 64]",False,True,ReLU(),6.003060543400581,6.335235798409068,226.42423167341857
50,0.01,"[256, 64]",False,True,LeakyReLU(negative_slope=0.01),5.6822455992744585,5.92592173793956,218.71395873981422
50,0.01,"[256, 64]",False,True,Sigmoid(),5.9545658017387515,6.187398113092041,223.63940453515926
50,0.01,"[256, 64]",False,False,ReLU(),5.724873314383696,5.647205218242655,213.46375933180357
50,0.01,"[256, 64]",False,False,LeakyReLU(negative_slope=0.01),5.715449684105673,5.7851124498344175,216.06152593154025
50,0.01,"[256, 64]",False,False,Sigmoid(),5.469760897717725,5.3923686164111855,208.66338733544688
50,0.1,"[256, 128, 64]",True,True,ReLU(),5.202114701132984,5.246589032144062,205.91732876722273
50,0.1,"[256, 128, 64]",True,True,LeakyReLU(negative_slope=0.01),5.481424821175093,5.6391102173370875,213.3112733255616
50,0.1,"[256, 128, 64]",True,True,Sigmoid(),6.021243485444122,6.178314032213826,223.46828717153483
50,0.1,"[256, 128, 64]",True,False,ReLU(),5.079182976224711,5.035258656612322,201.93648610415426
50,0.1,"[256, 128, 64]",True,False,LeakyReLU(negative_slope=0.01),19.68378680045169,19.930816397178706,482.5249798057661
50,0.1,"[256, 128, 64]",True,False,Sigmoid(),5.8097943343788865,5.7320404326032195,215.06180523413704
50,0.1,"[256, 128, 64]",False,True,ReLU(),5.643364049677234,5.946116866245651,219.09437555469356
50,0.1,"[256, 128, 64]",False,True,LeakyReLU(negative_slope=0.01),4.997608835697506,5.143420738185226,203.97394157059304
50,0.1,"[256, 128, 64]",False,True,Sigmoid(),5.776557253176489,6.057689551077547,221.19607675450618
50,0.1,"[256, 128, 64]",False,False,ReLU(),6.563574981232961,6.799185343188929,235.1636764253799
50,0.1,"[256, 128, 64]",False,False,LeakyReLU(negative_slope=0.01),19.574992015762202,20.457660915912605,492.4491808663217
50,0.1,"[256, 128, 64]",False,False,Sigmoid(),5.74952380994713,5.671830514258045,213.92762747533052
50,0.1,"[128, 64, 32]",True,True,ReLU(),5.599199845351554,5.818822771628165,216.69652923783093
50,0.1,"[128, 64, 32]",True,True,LeakyReLU(negative_slope=0.01),5.746360903187881,5.927222250498056,218.73845657105923
50,0.1,"[128, 64, 32]",True,True,Sigmoid(),5.431705515118105,5.669310173695486,213.88015167251862
50,0.1,"[128, 64, 32]",True,False,ReLU(),6.246757047490203,6.1686025811037455,223.28535199810298
50,0.1,"[128, 64, 32]",True,False,LeakyReLU(negative_slope=0.01),4.6501867738284774,4.566859182819948,193.11321777871908
50,0.1,"[128, 64, 32]",True,False,Sigmoid(),5.02278606303651,4.945953818494552,200.25424563728745
50,0.1,"[128, 64, 32]",False,True,ReLU(),6.235624519398243,6.46445428167448,228.85832781196774
50,0.1,"[128, 64, 32]",False,True,LeakyReLU(negative_slope=0.01),5.426959722616586,5.6873794087952705,214.22052291254155
50,0.1,"[128, 64, 32]",False,True,Sigmoid(),5.826541670484687,6.113870863791538,222.25436743305295
50,0.1,"[128, 64, 32]",False,False,ReLU(),6.358354135891237,6.280107156709288,225.38577022042912
50,0.1,"[128, 64, 32]",False,False,LeakyReLU(negative_slope=0.01),6.9373000699620215,6.888486438177169,236.84584638269644
50,0.1,"[128, 64, 32]",False,False,Sigmoid(),6.37210223699733,6.293844109584362,225.64453400641145
50,0.1,"[128, 128, 128]",True,True,ReLU(),5.588995945607885,5.812449116558374,216.57646832392933
50,0.1,"[128, 128, 128]",True,True,LeakyReLU(negative_slope=0.01),5.6631440606306755,5.803266116662664,216.40348761697794
50,0.1,"[128, 128, 128]",True,True,Sigmoid(),5.987492359036491,6.211736460181437,224.09786740495855
