epochs,learning_rate,layer_sizes,use_dropout,use_batch_norm,activation,train_rmse,val_rmse,RMSE %
50,0.001,"[128, 64]",True,False,ReLU(),2.3629486509904765,2.622697643458992,105.15336838580072
50,0.001,"[128, 64]",True,False,LeakyReLU(negative_slope=0.01),2.338964603212005,2.5958439725280673,104.57800701468254
50,0.001,"[128, 64]",True,False,Sigmoid(),2.3901862665676745,2.6720284122567843,106.2103195507577
50,0.001,"[128, 64]",False,True,ReLU(),2.6133716198323484,2.9262301822435446,111.65679572514992
50,0.001,"[128, 64]",False,True,LeakyReLU(negative_slope=0.01),2.0043301515339427,2.186283159996412,95.80283913314274
50,0.001,"[128, 64]",False,True,Sigmoid(),2.0764042268069702,2.4305085938698268,101.03556432951505
50,0.001,"[128, 64]",False,False,ReLU(),2.415971941805551,2.6623677692286116,106.00333254950671
50,0.001,"[128, 64]",False,False,LeakyReLU(negative_slope=0.01),2.4041097190912675,2.664628912687899,106.05177935606724
50,0.001,"[128, 64]",False,False,Sigmoid(),2.5716817459960537,2.7636158185406696,108.17265296104648
50,0.001,"[256, 64]",True,True,ReLU(),2.5374144509303913,2.8208301051372877,109.39851479827742
50,0.001,"[256, 64]",True,True,LeakyReLU(negative_slope=0.01),2.5066325399644556,2.7598793282973912,108.09259566999407
50,0.001,"[256, 64]",True,True,Sigmoid(),2.0004398260323057,2.38738479995736,100.11160256439484
50,0.001,"[256, 64]",True,False,ReLU(),2.387596458954075,2.664997254303445,106.05967136969568
50,0.001,"[256, 64]",True,False,LeakyReLU(negative_slope=0.01),2.5354638370298637,2.78583143477915,108.64864030192388
50,0.001,"[256, 64]",True,False,Sigmoid(),2.497527870731503,2.774562663623102,108.40719786972015
50,0.001,"[256, 64]",False,True,ReLU(),2.553902312754328,2.809128143101301,109.14779090510405
50,0.001,"[256, 64]",False,True,LeakyReLU(negative_slope=0.01),2.3719800809153955,2.5855095206946705,104.3565831210215
50,0.001,"[256, 64]",False,True,Sigmoid(),2.7642257573442577,3.092906127736475,115.22796112662934
50,0.001,"[256, 64]",False,False,ReLU(),2.4863976037570805,2.8314949839365555,109.62701835388215
50,0.001,"[256, 64]",False,False,LeakyReLU(negative_slope=0.01),2.3459846813131913,2.693882062622054,106.67855148338406
50,0.001,"[256, 64]",False,False,Sigmoid(),2.256816915050488,2.5227477895174064,103.01186284807302
50,0.01,"[256, 128, 64]",True,True,ReLU(),2.3591786235473267,2.658818278639604,105.92728187556659
50,0.01,"[256, 128, 64]",True,True,LeakyReLU(negative_slope=0.01),2.0225517557426076,2.221351818033832,96.55421317148505
50,0.01,"[256, 128, 64]",True,True,Sigmoid(),2.077132733933351,2.4419214535494893,101.28009397354624
50,0.01,"[256, 128, 64]",True,False,ReLU(),2.3489796289017226,2.2505632959903696,97.18009244336169
50,0.01,"[256, 128, 64]",True,False,LeakyReLU(negative_slope=0.01),2.3556838148852406,2.2575643890966677,97.33009646103686
50,0.01,"[256, 128, 64]",True,False,Sigmoid(),2.4167228069313627,2.3185186472345536,98.63609017891318
50,0.01,"[256, 128, 64]",False,True,ReLU(),2.711638932381414,2.9726788442872802,112.65199544845154
50,0.01,"[256, 128, 64]",False,True,LeakyReLU(negative_slope=0.01),1.8507085785383173,1.9567256651922562,90.8843862593916
50,0.01,"[256, 128, 64]",False,True,Sigmoid(),2.4122102512304036,2.668706760791351,106.13915051221379
50,0.01,"[256, 128, 64]",False,False,ReLU(),2.315025632178122,2.216499197808422,96.45024190314005
50,0.01,"[256, 128, 64]",False,False,LeakyReLU(negative_slope=0.01),2.3366842299294666,2.2391200049798634,96.93491078373515
50,0.01,"[256, 128, 64]",False,False,Sigmoid(),1.959343342014727,1.8594887809677765,88.80100826706547
50,0.01,"[128, 64, 32]",True,True,ReLU(),2.262249208967879,2.464362810105873,101.76091798123022
50,0.01,"[128, 64, 32]",True,True,LeakyReLU(negative_slope=0.01),2.574260611551476,2.917827584340805,111.47676334660808
50,0.01,"[128, 64, 32]",True,True,Sigmoid(),2.9402727890533353,3.221001928143309,117.97251607206447
50,0.01,"[128, 64, 32]",True,False,ReLU(),2.3560141283266276,2.257620286255609,97.33129410236094
50,0.01,"[128, 64, 32]",True,False,LeakyReLU(negative_slope=0.01),0.9683721504734891,0.8459598902045208,67.08534139390491
50,0.01,"[128, 64, 32]",True,False,Sigmoid(),2.3272294498041535,2.2287428846062323,96.71257268248304
50,0.01,"[128, 64, 32]",False,True,ReLU(),2.511060749605634,2.6867866661665367,106.52652694104961
50,0.01,"[128, 64, 32]",False,True,LeakyReLU(negative_slope=0.01),1.8790325252439832,2.0332309756452656,92.52357370729372
50,0.01,"[128, 64, 32]",False,True,Sigmoid(),1.941478008421535,2.1961804846168076,96.01489722675089
50,0.01,"[128, 64, 32]",False,False,ReLU(),2.6427748954482193,2.7436435222277638,107.7447305432686
50,0.01,"[128, 64, 32]",False,False,LeakyReLU(negative_slope=0.01),2.3613104235843547,2.2635698244675937,97.4587677156324
50,0.01,"[128, 64, 32]",False,False,Sigmoid(),2.373324334542611,2.2749854329793524,97.70335625558914
50,0.01,"[128, 128, 128]",True,True,ReLU(),2.416279605899313,2.680784033137411,106.39791572886782
50,0.01,"[128, 128, 128]",True,True,LeakyReLU(negative_slope=0.01),2.7711005677877174,3.0496853453426764,114.30192130574738
50,0.01,"[128, 128, 128]",True,True,Sigmoid(),2.23393097230763,2.6195829810663773,105.08663425364449
50,0.01,"[128, 128, 128]",True,False,ReLU(),2.3560110161831527,2.257617164185879,97.33122720952066
50,0.01,"[128, 128, 128]",True,False,LeakyReLU(negative_slope=0.01),2.5057379401508966,2.4098462038626174,100.59285610255768
50,0.01,"[128, 128, 128]",True,False,Sigmoid(),2.2013405739432814,2.1024259487813843,94.00613133304593
50,0.01,"[128, 128, 128]",False,True,ReLU(),1.9184116578591386,1.9919588903169156,91.63928627916114
50,0.01,"[128, 128, 128]",False,True,LeakyReLU(negative_slope=0.01),2.3888159544204233,2.627604073518099,105.25849257285749
50,0.01,"[128, 128, 128]",False,True,Sigmoid(),1.631928342718685,2.0810304427388173,93.54771550885252
50,0.01,"[128, 128, 128]",False,False,ReLU(),2.385137463686623,2.5892354760096454,104.43641469281155
50,0.01,"[128, 128, 128]",False,False,LeakyReLU(negative_slope=0.01),2.3490192047430996,2.2507946334586517,97.18504903359042
50,0.01,"[128, 128, 128]",False,False,Sigmoid(),2.303184218996925,2.2046187869783704,96.1956946018713
50,0.01,"[128, 64]",True,True,ReLU(),2.6567979050379513,2.9307008566806707,111.7525834995881
50,0.01,"[128, 64]",True,True,LeakyReLU(negative_slope=0.01),2.2470384671647814,2.452393608572904,101.50446826815696
50,0.01,"[128, 64]",True,True,Sigmoid(),2.0071155769226876,2.32904106356066,98.86154136212156
50,0.01,"[128, 64]",True,False,ReLU(),2.359403764936158,2.2610207216458527,97.40415114948728
50,0.01,"[128, 64]",True,False,LeakyReLU(negative_slope=0.01),2.441004620300271,2.581986378136655,104.28109697471253
50,0.01,"[128, 64]",True,False,Sigmoid(),2.4298136565965827,2.331649367253425,98.91742635426367
50,0.01,"[128, 64]",False,True,ReLU(),2.300306009446879,2.406305318100801,100.51698979392032
50,0.01,"[128, 64]",False,True,LeakyReLU(negative_slope=0.01),2.3676658423958923,2.676834639076247,106.31329680328545
50,0.01,"[128, 64]",False,True,Sigmoid(),2.0806640931148257,2.489811234670859,102.30617082536358
50,0.01,"[128, 64]",False,False,ReLU(),2.3559722698270065,2.257578294245536,97.33039438996953
50,0.01,"[128, 64]",False,False,LeakyReLU(negative_slope=0.01),2.368322343362763,2.6109004784350702,104.90060469248925
50,0.01,"[128, 64]",False,False,Sigmoid(),2.415144688390873,2.700787738429709,106.82651110914287
50,0.01,"[256, 64]",True,True,ReLU(),1.7366779469054023,1.9930358004344912,91.66235993949657
50,0.01,"[256, 64]",True,True,LeakyReLU(negative_slope=0.01),2.744289188575244,3.0267350867411404,113.81019366484261
50,0.01,"[256, 64]",True,True,Sigmoid(),2.256650891800131,2.655246013697964,105.85074324291163
50,0.01,"[256, 64]",True,False,ReLU(),2.346933789680925,2.275107079973014,97.7059626396938
50,0.01,"[256, 64]",True,False,LeakyReLU(negative_slope=0.01),3.016526067460386,3.2614080887993926,118.83825037172527
50,0.01,"[256, 64]",True,False,Sigmoid(),2.4928088280353933,2.3948317067465643,100.27115849668608
50,0.01,"[256, 64]",False,True,ReLU(),2.499092921092811,2.761105805730781,108.11887392966054
50,0.01,"[256, 64]",False,True,LeakyReLU(negative_slope=0.01),2.2935401484313394,2.484725254318245,102.19719962970517
50,0.01,"[256, 64]",False,True,Sigmoid(),3.019572389453982,3.3910804578643603,121.61658456123989
50,0.01,"[256, 64]",False,False,ReLU(),2.3542128119556818,2.2558132210037924,97.29257628446337
50,0.01,"[256, 64]",False,False,LeakyReLU(negative_slope=0.01),2.4428229889402924,2.5492263516061837,103.57918721232195
50,0.01,"[256, 64]",False,False,Sigmoid(),2.404331559147629,2.306089315148362,98.36978180083
50,0.1,"[256, 128, 64]",True,True,ReLU(),1.9409581144051893,2.259345245247938,97.36825272799922
50,0.1,"[256, 128, 64]",True,True,LeakyReLU(negative_slope=0.01),2.0641497032609104,2.326200256000193,98.8006747887105
50,0.1,"[256, 128, 64]",True,True,Sigmoid(),2.2463632067566937,2.4808418392549325,102.11399435690667
50,0.1,"[256, 128, 64]",True,False,ReLU(),1.8203551648844298,1.7198792340056024,85.80976209562151
50,0.1,"[256, 128, 64]",True,False,LeakyReLU(negative_slope=0.01),6.1674990514888455,6.399638767093047,186.0773518931798
50,0.1,"[256, 128, 64]",True,False,Sigmoid(),1.9600674973787187,1.8602160088568436,88.81658970605925
50,0.1,"[256, 128, 64]",False,True,ReLU(),2.219410792224679,2.120559965967652,94.39466715070043
50,0.1,"[256, 128, 64]",False,True,LeakyReLU(negative_slope=0.01),1.673278912188496,1.6381565020874747,84.05878722112904
50,0.1,"[256, 128, 64]",False,True,Sigmoid(),2.1396519373809464,2.345232351890725,99.20845266068177
50,0.1,"[256, 128, 64]",False,False,ReLU(),1.83671400215984,1.7363146439756159,86.16190389551026
50,0.1,"[256, 128, 64]",False,False,LeakyReLU(negative_slope=0.01),60395.723078613446,62618.95355355512,1341710.1081739613
50,0.1,"[256, 128, 64]",False,False,Sigmoid(),1.6489427086169877,1.54760447491123,82.11863763608083
50,0.1,"[128, 64, 32]",True,True,ReLU(),2.638444259970446,2.7983166497408565,108.91614601529731
50,0.1,"[128, 64, 32]",True,True,LeakyReLU(negative_slope=0.01),2.2316310339112357,2.1533490796402575,95.09720012836847
50,0.1,"[128, 64, 32]",True,True,Sigmoid(),2.3743386223800975,2.6312759436235837,105.33716532578924
50,0.1,"[128, 64, 32]",True,False,ReLU(),1.883504925841074,1.7833194138451351,87.16901867362711
50,0.1,"[128, 64, 32]",True,False,LeakyReLU(negative_slope=0.01),2.3781443039687025,2.2857665558240194,97.93435043281197
50,0.1,"[128, 64, 32]",True,False,Sigmoid(),2.523740930169279,2.425852882631159,100.93581199365377
50,0.1,"[128, 64, 32]",False,True,ReLU(),2.25514343228673,2.15641638768622,95.16291965578453
50,0.1,"[128, 64, 32]",False,True,LeakyReLU(negative_slope=0.01),2.0324656214004184,2.192581846554849,95.93779352890591
50,0.1,"[128, 64, 32]",False,True,Sigmoid(),2.559689609379473,2.85436292993164,110.11698238137893
50,0.1,"[128, 64, 32]",False,False,ReLU(),2.7510119075293105,2.6537266198982734,105.81818901588969
50,0.1,"[128, 64, 32]",False,False,LeakyReLU(negative_slope=0.01),31.886172199958907,31.626051963930234,726.5734249500427
50,0.1,"[128, 64, 32]",False,False,Sigmoid(),2.3074603669770086,2.208909047354743,96.28761686080391
50,0.1,"[128, 128, 128]",True,True,ReLU(),2.262019374531976,2.191102800895132,95.90610379304407
50,0.1,"[128, 128, 128]",True,True,LeakyReLU(negative_slope=0.01),2.026706543569308,2.285842542088371,97.93597849928211
50,0.1,"[128, 128, 128]",True,True,Sigmoid(),2.525861399583166,2.857729635039178,110.1891167302285
50,0.1,"[128, 128, 128]",True,False,ReLU(),3.353141156569676,3.26569670775665,118.93013746194092
50,0.1,"[128, 128, 128]",True,False,LeakyReLU(negative_slope=0.01),15.873839699407332,16.52696724420395,403.0634620359276
50,0.1,"[128, 128, 128]",True,False,Sigmoid(),3.5786746042383513,3.483013160414952,123.5863162201318
50,0.1,"[128, 128, 128]",False,True,ReLU(),2.0352075091944313,2.1098904689701663,94.16606464650629
50,0.1,"[128, 128, 128]",False,True,LeakyReLU(negative_slope=0.01),2.4341941325757346,2.472487462291872,101.93499515055349
50,0.1,"[128, 128, 128]",False,True,Sigmoid(),2.2998165780494695,2.786027556253183,108.65284236131811
50,0.1,"[128, 128, 128]",False,False,ReLU(),2.7856985217747594,2.6884978981944814,106.56319145550025
50,0.1,"[128, 128, 128]",False,False,LeakyReLU(negative_slope=0.01),99.11244478392915,102.57353685752776,2246.68001636425
50,0.1,"[128, 128, 128]",False,False,Sigmoid(),3.5852655225532706,3.4896143299183766,123.72775155484803
50,0.1,"[128, 64]",True,True,ReLU(),2.82339572379024,3.229633237779518,118.15744878236725
50,0.1,"[128, 64]",True,True,LeakyReLU(negative_slope=0.01),1.9471719028799814,2.147183471754242,94.96509704956779
50,0.1,"[128, 64]",True,True,Sigmoid(),2.0061025411383455,2.2621234099355387,97.42777712777165
50,0.1,"[128, 64]",True,False,ReLU(),2.0029740615179716,1.903301550342862,89.73973188235726
50,0.1,"[128, 64]",True,False,LeakyReLU(negative_slope=0.01),2.519512963893401,2.4426185195137555,101.29502916918456
50,0.1,"[128, 64]",True,False,Sigmoid(),2.810490293253242,2.71334909081087,107.09564812760541
50,0.1,"[128, 64]",False,True,ReLU(),2.2963477310793263,2.4703694862561942,101.88961582051637
50,0.1,"[128, 64]",False,True,LeakyReLU(negative_slope=0.01),1.8729235027716804,2.01571331999118,92.14824392829118
50,0.1,"[128, 64]",False,True,Sigmoid(),2.6611089593394204,2.9439312211070554,112.03605463604237
50,0.1,"[128, 64]",False,False,ReLU(),2.2033150227916907,2.1044074085708337,94.04858569335316
50,0.1,"[128, 64]",False,False,LeakyReLU(negative_slope=0.01),5.175701894485114,5.1065583351442925,158.37206972874586
50,0.1,"[128, 64]",False,False,Sigmoid(),3.5681841524475337,3.4725063223832104,123.36119881433618
50,0.1,"[256, 64]",True,True,ReLU(),2.323672409403276,2.225213863859949,96.6369605912904
50,0.1,"[256, 64]",True,True,LeakyReLU(negative_slope=0.01),2.590382447062427,2.853915925747259,110.10740495931685
50,0.1,"[256, 64]",True,True,Sigmoid(),2.6658216536105317,2.949270402663008,112.15045086993469
50,0.1,"[256, 64]",True,False,ReLU(),2.617282652326649,2.519653300916636,102.94556095553742
50,0.1,"[256, 64]",True,False,LeakyReLU(negative_slope=0.01),4.661365601380039,4.407363672046798,143.3912650159342
50,0.1,"[256, 64]",True,False,Sigmoid(),2.1783622422627285,2.0793652947291683,93.51203838134131
50,0.1,"[256, 64]",False,True,ReLU(),2.1032014573840336,2.3953122598875223,100.28145473196757
50,0.1,"[256, 64]",False,True,LeakyReLU(negative_slope=0.01),2.1299618197602457,2.458083155766152,101.62637136597064
50,0.1,"[256, 64]",False,True,Sigmoid(),2.3353186279503806,2.5731283154958082,104.09130589998018
50,0.1,"[256, 64]",False,False,ReLU(),2.3863982881139507,2.288610626233998,97.99528691538268
50,0.1,"[256, 64]",False,False,LeakyReLU(negative_slope=0.01),19.17678016563699,19.55309583561789,467.900686712379
50,0.1,"[256, 64]",False,False,Sigmoid(),1.4964182434261482,1.3942139565399039,78.83212313332731
